date,message,channelusername,url,channeltitle,views,forwards,postauthor,"fwdfrom.from_name"
"Feb 20, 2026 @ 15:27:17.000","ቦርዱ ሀሰተኛ መረጃዎችን ለመከላከል የሚያስችል ብሔራዊ የትብብር ስምምነት ይፋ አደረገ

አዲስ አበባ፣ የካቲት 13፣ 2018 (ኤፍ ኤም ሲ) የኢትዮጵያ ብሔራዊ ምርጫ ቦርድ ሐሰተኛና አደናጋሪ ምርጫ ነክ መረጃዎችን ለመከላከል የሚያስችል ብሔራዊ የትብብር ስምምነት ይፋ አድርጓል፡፡ ብሔራዊ የትብብር ስምምነቱ ይፋ በሆነበት ወቅት የቦርዱ ሰብሳቢ ሜላትወርቅ ኃይሉ÷ 7ኛውን ጠቅላላ ምርጫ ግልፅ፣ ተዓማኒ እና ዴሞክራሲያዊ እንዲሆን በትኩረት እየተሰራ ነው ብለዋል። ሀሰተኛ መረጃዎች በምርጫ ወቅት ተፅዕኖ ሊያደርሱ እንደሚችሉ…

https://www.fanamc.com/archives/310063",fanatelevision,"t.me/fanatelevision/104283","Fana Media Corporation S.C (FMC)","13,207",0,"-","-"
"Feb 20, 2026 @ 15:09:30.000","Wakati Mahakama ya Kimataifa Uhalifu wa Kibinadamu (ICC) ikitarajiwa kuchagua majaji wapya katika kikao chake cha 25 Desemba 7 hadi 17, 2026, Jaji Deo John Nangela raia wa Tanzania ni mmoja wa Majaji wanaowania nafasi hizo.

Tovuti ya ICC imeeleza Baraza la Nchi Wanachama litawapigia kura majaji sita wa ICC ambapo vigezo ni kuwa na maadili ya juu, kutokuwa na upendeleo, uadilifu na sifa zinazohitajika kuteuliwa katika nafasi za juu za mahakama katika nchi zao.

Majaji watakaochaguliwa watahudumu kwa kipindi cha miaka 9, kuanzia Mwaka 2027. Waliojitokeza hadi sasa kuwania nafasi hizo ni; Evelyn Ankumah (Ghana), Rosette Muzigo-Morrison (Uganda), Deo John Nangela (Tanzania), Diana Bácares (Colombia) na Yoshimitsu Yamauchi (Japan).

Mnamo Januari 28, 2026, Balozi wa Tanzania nchini Uholanzi, Balozi Chipeta, aliandaa tafrija maalum ya kumtambulisha Jaji Deo Nangela kwa nchi wanachama wa Afrika wa Mahakama hiyo. Hatua inayolenga kuimarisha nafasi ya Tanzania katika kinyang'anyiro cha Ujaji kwenye mahakama hiyo.

Ikumbukwe, Februari 14, 2026, pembezoni mwa Mkutano wa Wakuu wa Umoja wa Afrika (AU) - Addis Ababa, Naibu Mwendesha Mashtaka wa ICC, Mame Mandiaye Niang alikutana na Waziri wa Mambo ya Nje wa Tanzania, Mahmoud Thabit Kombo, japo walichozungumza hakikuwekwa wazi.

Zaidi tembelea https://jamii.app/JajiNangela

#JamiiForums #JFDiplomacy #Governance",JamiiForums,"t.me/JamiiForums/47647",JamiiForums,311,0,"-","-"
"Feb 20, 2026 @ 14:27:35.000","በ7ኛው ጠቅላላ ምርጫ የኢትዮጵያ ብሔራዊ ምርጫ ቦርድ በአጠቃላይ ለስንት ወንበሮች ምርጫ የሚያካሄድ ይመስላችኋል?

1. ሐረሪ ክልል…..የህዝብ ተወካዮች ምክር ቤት የወንበር ቁጥር 2፤ የክልል ምክር ቤት የወንበር ቁጥር 36፤ 2. ማዕከላዊ ኢትዮጵያ ክልል…..የህዝብ ተወካዮች ምክር ቤት የወንበር ቁጥር 35፤ የክልል ምክር ቤት የወንበር ቁጥር 175፤ 3. ሲዳማ ክልል…..የህዝብ ተወካዮች ምክር ቤት የወንበር ቁጥር 19፤ የክልል ምክር ቤት የወንበር ቁጥር 190፤ 4. ሶማሌ ክልል….የህዝብ ተወካዮች ምክር ቤት የወንበር…

https://www.fanamc.com/archives/310067",fanatelevision,"t.me/fanatelevision/104280","Fana Media Corporation S.C (FMC)","10,675",11,"-","-"
"Feb 20, 2026 @ 11:49:10.000","🇸🇦🇦🇪 The Saudi-Emirati Red Sea Rivalry

✔️ Follow our Instagram account @politics.gr_ for more maps like this.

📝 Sources (information):
Al Jazeera, Horn Observer, Horn Review, MEE, MEE, Reuters, The Africa Report, The Arab Weekly, The National Interest

🗺 Sources (maps):
Wikimedia, ThomasVLinge, ThomasVLinge


🗺️ @PoliticsGR","CIG_telegram","t.me/CIG_telegram/68963","/CIG/ Telegram | Counter Intelligence Global","6,422",41,"Jack Donovan","-"
"Feb 20, 2026 @ 11:06:07.000","🇪🇹⚡- Addis Ababa has blocked international media from travelling to the Tigray region, northern Ethiopia.",rnintel,"t.me/rnintel/52486","Rerum Novarum // Intel, Breaking News, and Alerts 🇺🇸","6,305",12,"-","-"
"Feb 20, 2026 @ 11:00:02.000","🇪🇹⚡- Ethiopian military, ENDF, has now begun amassing heavy troops along the western Tigray Interim Administration, TIA, region. Large ENDF columns are arriving in Tselemti and Welkait, near the Eritrean border.

Tigray separatists, TDF, continue mobilizing in the southern TIA region, particularly around Alamata.",rnintel,"t.me/rnintel/52484","Rerum Novarum // Intel, Breaking News, and Alerts 🇺🇸","6,689",30,"-","-"
"Feb 20, 2026 @ 10:34:27.000","""የትግራይ ሕዝብ ሀገሩን ከሚወጉት ጋር ተሰልፎ የመዋጋት ጥቁር ታሪክ የለውም""

- ወይዘሮ ኬርያ ኢብራሂም
+++++++++++++++++

#ጋዜጣ_ፕላስ |የትግራይ ሕዝብ ሀገሩን ከሚወጉት ጋር ተሰልፎ የመዋጋት ጥቁር ታሪክ የለውም ሲሉ የቀድሞ የፌዴሬሽን ምክር ቤት አፈ ጉባኤ ኬርያ ኢብራሂም ገለጹ፡፡

የቀድሞ የፌዴሬሽን ምክር ቤት አፈ ጉባኤ ኬርያ ለአዲስ ዘመን ጋዜጣ እንደገለጹት፤ የሕወሓት ቡድን ግን የተሰለፈው ከትግራይ ሕዝብና ከሀገሪቱ ጠላት ጋር ነው።
የትግራይ ሕዝብ ሀገሩን የሚወድ እንጅ ከሕዝብና ከሀገሩ ጋር ተቃራኒ ሆኖ የሚሰለፍበት ምንም ዓይነት ሁኔታ የለም፤ እንደዚህ ዓይነት ታሪክም የለውም ብለዋል።

እንደ ወይዘሮ ኬርያ ገለጻ፤ የትግራይ ሕዝብና የትግራይ ምድር የጦር ሜዳ እንዳይሆን ህዝቡ ሊጠነቀቅ ይባል፡፡ 

ይህ እንዳይከሰት አሰላለፋችንን ማስተካከል እና ከጥፋት ኃይሎች በተቃራኒ መቆም አለብን ሲሉ መክረዋል።

ለትግራይ ሕዝብ ሲባል የጦርነት በር መዘጋት አለበት ያሉት ወይዘሮ ኬርያ፤ በሀገር ውስጥም ሆነ በውጭ ያሉ የትግራይ ተወላጆች ለሰላም ግፊት ማድረግ  እንዳለባቸው አስገንዝበዋል።

የትግራይ ሕዝብ ጥያቄዎች መመለስ የሚቻለው ከፌዴራል መንግሥት ጎን በመሰለፍ በሰላማዊ እና በዲሞክራሲያዊ መንገድ እንጅ በጦርነት አይፈታም ሲሉም  አስረድተዋል።

በመኣርግ ገ/እግዚኣብሄር 
#ትግራይ #ሰላም #ኢትዮጵያ #ጋዜጣ_ፕላስ #ኬርያ_ኢብራሂም",ethpress,"t.me/ethpress/46054","Gazette Plus / ጋዜጣ ፕላስ/","1,999",4,"-","-"
"Feb 20, 2026 @ 10:09:34.000","በ7ኛው ጠቅላላ ምርጫ ሂደት ሲዳምኛ ቋንቋ መካተቱን ቦርዱ ገለጸ።

የኢትዮጵያ ብሔራዊ ምርጫ ቦርድ በ 2018 ዓ.ም ለሚያከናውነው 7ኛው ጠቅላላ ምርጫ ሲዳምኛ ቋንቋን ከመራጮች ምዝገባ እስከ ድምጽ አሰጣጥ ድረስ ባለው ሂደት ማካተቱን አስታውቋል።

አቶ መላከ አሉላ በቦርዱ የሎጀስቲክስ ክፍል ኃላፊ የምርጫ ቁሳቁስ እሸጋን አስመልክቶ ለጋዜጠኞች በሰጡት ማብራሪያ ቦርዱ ከዚህ ቀደም በአምስት ቋንቋዎች የምርጫ ሥርዓቱ ሲከናወን እንደነበር አንስተዋል።

ከዚህ ቀደም የክልሉን (ሲዳማ) ሪፍረንደም ሲካሄድ እንዲሁም 6ኛው ሀገራዊ ምርጫ የተካሄደው በአማርኛ ቋንቋ መሆኑን አቶ መላኩ ለቲክቫህ ኢትዮጵያ ገልጸዋል። 

7ኛው ጠቅላላ ምርጫ ቦርዱ የሲዳምኛ ቋንቋን በማካተት የምርጫ ሂደቱን በ6 ቋንቋዎች በማከናወን ላይ ይገኛል ተብሏል።

ቦርዱ ከዚህ ቀደም በአማርኛ፣ በአፋን ኦሮሞ ፣ በትግረኛ፣ በሶማሊኛና በአፋርኛ የምርጫ ሂደቱን ሲያከናውን እንደነበር ይታወሳል።

ቲክቫህ ኢትዮጵያ
#TikvahEthiopiaFamilyAA 

@tikvahethiopia",tikvahethiopia,"t.me/tikvahethiopia/103426","TIKVAH-ETHIOPIA","238,197",33,"-","-"
"Feb 20, 2026 @ 01:00:39.000","🇸🇦🇦🇪 The Saudi-Emirati Red Sea Rivalry

✔️ Follow our Instagram account @politics.gr_ for more maps like this.

📝 Sources (information):
Al Jazeera, Horn Observer, Horn Review, MEE, MEE, Reuters, The Africa Report, The Arab Weekly, The National Interest

🗺 Sources (maps):
Wikimedia, ThomasVLinge, ThomasVLinge


🗺️ @PoliticsGR",GeoPWatch,"t.me/GeoPWatch/26636","Geopolitics Watch","3,687",26,Levant,"-"
"Feb 19, 2026 @ 23:15:01.000","🇪🇹❌🇪🇷🇪🇹 — Observers report that a large convoy of Ethiopian National Defence Forces (ENDF) T-55 tanks has reportedly been seen heading towards the Tigray region in northern Ethiopia aiming to fight against Tigrayan Separatist factions under TPLF and detain any possible incursion by troops of the Eritrean Regime

➡️ The ENDF appears to be massing troops and military equipment in the area on a scale not seen since the 2020–2022 conflict.

📝 Eritrea - sometimes dubbed as the North Korea of Africa -, an artificial nation forcefully carved by Islamist and Marxist Forces out of Aksum region of Ethiopia, has been ruled by a Totalitarian Regime since 1993 under Isaias Afwerki and his Marxist-Leninist EPLF and continuosly has been sowing chaos into Ethiopia

🔗 Rich Tedd 🛰 ✈️ (@AfriMEOSINT):",BellumActaNews,"t.me/BellumActaNews/165965","Bellum Acta - Intel, Urgent News and Archives ✝️ #FreeVenezuela","6,880",31,"-","-"
"Feb 19, 2026 @ 21:26:50.000","Внезапно: три высокопоставленных командира т.н. «армии обороны Тыграя» (ሰራዊት ምክልኻል ትግራይ፥ ሰ.ም.ት) прибыли в Аддис-Абебу, дав тем самым понять окопавшимся в Мэкэле руководителям Временной администрации мятежного региона (ግዝያዊ ምምሕዳር ትግራይ፥ ግ.ም.ት) и верхушке Народно-освободительного фронта Тиграя (ህዝባዊ ወያነ ሓርነት ትግራይ፥ ህ.ወ.ሓ.ት) о возможном переходе на сторону т.н. «сил правопорядка Тиграя» (ሓይሊ ሰላም ትግራይ).

Ежели кто не помнит, это — два параллельных силовых блока в Тыграе, приаттаченных к двум параллельным политическим центрам — армия обороны Тыграя представляет собой вооруженное крыло НФОТ, силы правопорядка Тиграя — вооруженное крыло недавно образованной партии Демократическое единство Тыграя (ዲሞክራሲያዊ ስምረት ትግራይ፥ ዲ.ስ.ት.). Подробнее о внутритиграйской поляризации смотреть здесь и здесь. 

В упомянутой несвятой троице — два бригадных генерала и один полковник. Все они к началу вооруженного мятежа в Тыграе либо были уже в отставке, либо, всё ещё находясь на действительной военной службе, изменили присяге и перешли на сторону мятежников. О бригадном генерале Гуы́ще Гэʹбрэ (ብ/ጀ ጉዕሽ ገብረ ገብረዋሕድ) я уже делал ранее запись. Двое других — это бригадный генерал Кэʹббэдэ Фыкáду (ብ/ጀ ከበደ ፍቓዱ ገብረመድኅን), накануне мятежа командовавший 31 пехотной дивизией «Адуа» (31ኛ አድዋ ክፍለ ጦር) Северного оперативного командования (ሰሜን እዝ), а после перехода на сторону мятежников возглавивший 22 армию (አርሚ 22) Южного фронта (ግንባር ደቡብ), и некий полковник Ныгýс (ኮ/ል ንጉስ); в случае последнего речь, возможно идет о полковнике Ныгýсе Кѝросе (ኮ/ል ንጉስ ኪሮስ), командире дивизии «Амора» (ክ/ሰ ኣሞራ) 243 корпуса (ኮር 243) 24 армии (ኣርሚ 24) мятежников.

Побег из Шоушенка Тыграя трех указанных офицеров произошел по горячим следам вчерашнего празднования 51-й годовщины со дня образования НФОТ, в ходе которого председатель партии Дэʹбрэ-Цыйóн Гэʹбрэ-Микаэʹль (ዶ/ር ደብረጽዮን ገብረሚካኤል) грозил тиграям грядущим вторжением федеральных войск в Тыграй и возобновлением вооруженного конфликта в регионе. При этом глава временной администрации Тыграя отставной генерал-лейтенант Тáддэсэ Уóррэдэ (ሌ/ጀ ታደሰ ወረደ) заявил, что шанс урегулировать нарастающий конфликт с федеральным правительством мирными средствами всё ещё сохраняется, но он минимален. Тем не менее, он подчеркнул, что возглавляемая им Временная администрация региона полна решимости воспользоваться им во избежание дальнейшей эскалации. Здесь будет уместно отметить, что все три вышеозначенных перебежчика выступают резко против проводимой верхушкой НФОТ политики «цымдó» (ጽምዶ), предполагающей использование «братского» эритрейского плеча в борьбе с федеральным центром. 

В пользу надвигающейся кульминации в противостоянии Аддис-Абебы и Мэкэле косвенно свидетельствуют (а) сегодняшний запрет журналисту AFP вылететь в Шире (Ында-Сыллясе) на западе Тыграя и (б) сообщения с мест (в частности из южных и западных районов Эфиопии) о масштабных передвижениях войск, что может указывать на формирование группировки вторжения.

#тиграйскаясмута",meskob,"t.me/meskob/11084","Абиссинецъ – የሐበሻ መስኮብ",312,4,"-","-"
